time,open,high,low,close,Volume,Volume MA
1426032000,292.64,298.75,291,296.7,25811.09179021,40355.01258323098
1426118400,296.6,298.8,291.04,295.5,27275.49755977,40171.837461219475
1426204800,295.52,295.91,282.13,283.19,46670.65120851,41697.02002164498
1426291200,283.18,287.6,281.36,282.6,23009.62107238,41169.951075263976
1426377600,282.54,287.8,281.59,286.9,13427.52050106,40649.32710031698
1426464000,286.71,295.2,286.45,291.19,22193,40928.02710031698
1426550400,292.23,292.9,281.56,285.25,19754,41238.92710031698
1426636800,285.11,285.25,248,257.21,89924,44801.07710031698
1426723200,257.2,269.5,246.98,261.98,78444,45231.377100316975
1426809600,261.7,267,259.36,262.19,16199,45177.67710031698
1426896000,262.18,263.01,255.1,260.47,15064,43551.127100316975
1426982400,260.6,270.8,259.74,268.82,18248,41104.627100316975
1427068800,268.6,271.5,262,267.23,23532,38219.42710031698
1427155200,267.31,268.4,241.39,246,64117,37849.02710031698
1427241600,246,250.95,235.7,246.29,53260,37207.07710031698
1427328000,246.29,255,244.5,249.33,33243,36855.627100316975
1427414400,249.21,250.45,245.23,246.5,22726,36851.627100316975
1427500800,246.5,255.96,246.49,252.95,17700,37044.82710031698
1427587200,252.9,253.01,238.89,242.74,31817,35490.258216331975
1427673600,242.9,250.98,236.24,247.93,30718,33656.66910659648
1427760000,247.93,248.8,242,244.51,22345,33483.364517085975
1427846400,244.56,248.71,239.21,246.93,23527,33295.93963909747
1427932800,247.07,254.94,243,253.23,26219,32273.357078671972
1428019200,253.33,256.49,250.31,254.24,28292,32537.476025052973
1428105600,254.24,255.7,250.32,253.6,9444,32338.299999999977
1428192000,253.7,261.25,251.55,260.5,23977,32427.499999999978
1428278400,260.75,262.45,253.4,255.73,20810,32480.299999999977
1428364800,255.62,257.9,253.01,253.7,10611,28514.649999999976
1428451200,253.7,254.99,242.72,244.92,39622,26573.549999999977
1428537600,244.94,246.79,236.5,243.58,22623,26894.749999999978
